id,campaign,clients,service_type,goal,remaining,desired_daily,url,start_date,status,confirm_start_date,ask_for_access,ask_client_for_yt_ss,views_stalled,paid_r,sale_price,invoice,comments,in_fixer,client_notes,created_at,updated_at
710,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=DWaii_KNGv4&feature=youtu.be,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/10hwLnp1wfEbw5EkujU391_SreIVq0PFv10p7DWTLPwo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
711,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=DWaii_KNGv4&feature=youtu.be,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/10hwLnp1wfEbw5EkujU391_SreIVq0PFv10p7DWTLPwo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
712,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=DWaii_KNGv4&feature=youtu.be,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/10hwLnp1wfEbw5EkujU391_SreIVq0PFv10p7DWTLPwo/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
713,,GloatyTheGoat,WW Website Ads,45000,0,,https://www.youtube.com/watch?v=gMLJtT0ZsjA,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1Mps1X_OfAuf3Pa9M-h6w3PIuHfybsH3yOG_flgscAzg/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
714,,GloatyTheGoat,US Website Ads,10000,0,,https://www.youtube.com/watch?v=gMLJtT0ZsjA,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1Mps1X_OfAuf3Pa9M-h6w3PIuHfybsH3yOG_flgscAzg/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
715,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/veSsIJTKG8o,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1EgPFUVT_aXGjrbGaHIVbn4zg3p833Tb7DPLmO2tuSaQ/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
716,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/veSsIJTKG8o,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1EgPFUVT_aXGjrbGaHIVbn4zg3p833Tb7DPLmO2tuSaQ/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
717,,Dim Mak,WW Display,22000,0,,https://youtu.be/veSsIJTKG8o,3/22/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1EgPFUVT_aXGjrbGaHIVbn4zg3p833Tb7DPLmO2tuSaQ/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
718,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=8gogI29E_o0&feature=youtu.be,3/15/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1TVh6C0KHt39a15jBqQUy-sGz0wvbssGHOMWfalnjI9E/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
719,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=8gogI29E_o0&feature=youtu.be,3/15/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1TVh6C0KHt39a15jBqQUy-sGz0wvbssGHOMWfalnjI9E/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
720,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=8gogI29E_o0&feature=youtu.be,3/15/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1TVh6C0KHt39a15jBqQUy-sGz0wvbssGHOMWfalnjI9E/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
721,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=aEWUiClMsHM,3/15/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1loFF4E6S35tu9uX9b4gB6I478Oibq0myarpN4FhIFFw/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
722,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=aEWUiClMsHM,3/15/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1loFF4E6S35tu9uX9b4gB6I478Oibq0myarpN4FhIFFw/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
723,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=aEWUiClMsHM,3/15/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1loFF4E6S35tu9uX9b4gB6I478Oibq0myarpN4FhIFFw/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
724,,Bassgazm,US Display,5000,0,,https://www.youtube.com/watch?si=PzZHXKYO05AVwmP2&v=Yf-l_bKqk1I&feature=youtu.be,3/12/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1CGBg1qy0mlYm5bSLbqWViEdDpAzApgCFGD3-ZjfpX0U/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
725,,Bassgazm,US Website Ads,5000,0,,https://www.youtube.com/watch?si=PzZHXKYO05AVwmP2&v=Yf-l_bKqk1I&feature=youtu.be,3/12/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1CGBg1qy0mlYm5bSLbqWViEdDpAzApgCFGD3-ZjfpX0U/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
726,,Bassgazm,US Website Ads,5000,0,,https://www.youtube.com/watch?v=8FsnOxvz62M,3/12/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1DTYCTnYmKQKuaqQJQsOobEFRYls84rQJ_U5BYfZ_4xY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
727,,Bassgazm,US Display,5000,0,,https://www.youtube.com/watch?v=8FsnOxvz62M,3/12/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1DTYCTnYmKQKuaqQJQsOobEFRYls84rQJ_U5BYfZ_4xY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
728,,Bassgazm,US Website Ads,5000,0,,https://www.youtube.com/watch?si=sqbUfHjLltFSrKtV&v=W7H3PyvKmTk&feature=youtu.be,3/12/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1b98w4Ze3pOVyM_mv7MC-oxNk4aq5hwN-f5J6U6c6eGY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
729,,Bassgazm,US Display,5000,0,,https://www.youtube.com/watch?si=sqbUfHjLltFSrKtV&v=W7H3PyvKmTk&feature=youtu.be,3/12/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1b98w4Ze3pOVyM_mv7MC-oxNk4aq5hwN-f5J6U6c6eGY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
730,,Chase Roberts,WW Website Ads,100000,0,,https://youtu.be/29qLZ5Fmi-Y?si=K6WuhKH9d9jX65HH,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1PGM98RsgnEVWOuuBAnZxAZKYsWinDSwXroOMpFrbHAw/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
731,,Leona Naess,WW Display,20000,0,,https://youtu.be/Raj0LPK1C8Y,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1L4UXCogvMwKn9-4qleuoGXcLPcXAXpeM84NXWOuI6FM/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
732,,Leona Naess,US Website Ads,5000,0,,https://youtu.be/Raj0LPK1C8Y,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1L4UXCogvMwKn9-4qleuoGXcLPcXAXpeM84NXWOuI6FM/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
733,,Leona Naess,US Display,10000,0,,https://youtu.be/Raj0LPK1C8Y,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1CtiHnxOZa_fLXcVlPcV0X2uop8JO4UcS9lok0TmCpnY/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
734,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=VuXQryPazyE,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1shcdWI7IBl2-uLG66FGJsTU1sE2DIje-0-jPjUrTcDU/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
735,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=VuXQryPazyE,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1shcdWI7IBl2-uLG66FGJsTU1sE2DIje-0-jPjUrTcDU/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
736,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=VuXQryPazyE,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1shcdWI7IBl2-uLG66FGJsTU1sE2DIje-0-jPjUrTcDU/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
737,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=_Z2WFs9dJkU,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1CtiHnxOZa_fLXcVlPcV0X2uop8JO4UcS9lok0TmCpnY/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
738,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=_Z2WFs9dJkU,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1CtiHnxOZa_fLXcVlPcV0X2uop8JO4UcS9lok0TmCpnY/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
739,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=_Z2WFs9dJkU,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1CtiHnxOZa_fLXcVlPcV0X2uop8JO4UcS9lok0TmCpnY/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
740,,Shalizi Group,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=M6rIUeCxcgQ,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WMSowVsKj7bp1eR_V7SQsKfbmrm7gM0mkszIZHj606Q/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
741,,Shalizi Group,US Display,15000,0,,https://www.youtube.com/watch?v=M6rIUeCxcgQ,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WMSowVsKj7bp1eR_V7SQsKfbmrm7gM0mkszIZHj606Q/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
742,,Shalizi Group,US Website Ads,10000,0,,https://www.youtube.com/watch?v=M6rIUeCxcgQ,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WMSowVsKj7bp1eR_V7SQsKfbmrm7gM0mkszIZHj606Q/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
743,,Shalizi Group,WW Display,25000,0,,https://www.youtube.com/watch?v=M6rIUeCxcgQ,3/8/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1WMSowVsKj7bp1eR_V7SQsKfbmrm7gM0mkszIZHj606Q/edit,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
744,,Dim Mak,WW Display,100000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,3/6/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/199T_eHwLvlN4Q-nZThgG_N7UnORng02sbsDq87K1h9I/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
745,,Dim Mak,WW Display,600000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,3/6/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/199T_eHwLvlN4Q-nZThgG_N7UnORng02sbsDq87K1h9I/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
746,,Dim Mak,US Skip,100000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,3/6/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/199T_eHwLvlN4Q-nZThgG_N7UnORng02sbsDq87K1h9I/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
747,,Shalizi Group,WW Display,75000,0,,https://www.youtube.com/watch?v=wtgX01tBG_s,3/4/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1VMbgjlmqukrMHaJvsbHzG90iBe1FnOfAH6vIOHcOfvY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
748,,Shalizi Group,US Display,18000,0,,https://www.youtube.com/watch?v=wtgX01tBG_s,3/4/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1VMbgjlmqukrMHaJvsbHzG90iBe1FnOfAH6vIOHcOfvY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
749,,Dim Mak,US Display,22500,0,,https://www.youtube.com/watch?v=lf28qB0WrHg,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1853gl_-Z5nZV_bAkIuyNOAq1MO-f6SVwf4nvKYQ-Dxk/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
750,,Dim Mak,WW Display,40000,0,,https://www.youtube.com/watch?v=lf28qB0WrHg,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1853gl_-Z5nZV_bAkIuyNOAq1MO-f6SVwf4nvKYQ-Dxk/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
751,,Dim Mak,US Skip,22500,0,,https://www.youtube.com/watch?v=lf28qB0WrHg,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1853gl_-Z5nZV_bAkIuyNOAq1MO-f6SVwf4nvKYQ-Dxk/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
752,,Dim Mak,US Website Ads,15000,0,,https://www.youtube.com/watch?v=lf28qB0WrHg,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1853gl_-Z5nZV_bAkIuyNOAq1MO-f6SVwf4nvKYQ-Dxk/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
753,,Dim Mak,YouTube Eng. Ad,22000,0,,https://www.youtube.com/watch?v=YrXLVeIxZgA,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ax-wtxZBD_t2nTod3jGc_SrrEMNDkkzKvNb1WW7NCrg/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
754,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=YrXLVeIxZgA,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ax-wtxZBD_t2nTod3jGc_SrrEMNDkkzKvNb1WW7NCrg/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
755,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=YrXLVeIxZgA,3/1/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1ax-wtxZBD_t2nTod3jGc_SrrEMNDkkzKvNb1WW7NCrg/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
756,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/199T_eHwLvlN4Q-nZThgG_N7UnORng02sbsDq87K1h9I/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
757,,Dim Mak,US Display,40000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,2/23/2024,Complete,,,,,Yes,$0,Paid,3 Are Legend - We Are One ft. Bryn Christopher [OFFICIAL LYRIC VIDEO],,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
758,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/199T_eHwLvlN4Q-nZThgG_N7UnORng02sbsDq87K1h9I/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
759,,Dim Mak,WW Display,50000,0,,https://www.youtube.com/watch?v=COVqQjNzJD4,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/199T_eHwLvlN4Q-nZThgG_N7UnORng02sbsDq87K1h9I/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
760,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/_YF0jgoI4-U,2/23/2024,Complete,,,,,Yes,$0,Paid,shndō - Erase Me (feat. Bella Renee) (Lyric Video),,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
761,,Dim Mak,YouTube Eng. Ad,22000,0,,https://youtu.be/_YF0jgoI4-U,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1347l9dzyTJeHhPcVT8ljafEtOlL_3jyDklIblsfwUis/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
762,,Dim Mak,US Website Ads,5000,0,,https://youtu.be/_YF0jgoI4-U,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1347l9dzyTJeHhPcVT8ljafEtOlL_3jyDklIblsfwUis/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
763,,Shalizi Group,WW Display,60000,0,,https://www.youtube.com/watch?v=QfhR6tMbqXc&pp=ygUId2Fjb3Ryb24%3D,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1iGmwDiwtNgmks__Lnnnz0LDFUnMjy1BolUoIvyPrqA4/edit#gid=1,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
764,,Shalizi Group,WW Website Ads,25000,0,,https://www.youtube.com/watch?v=QfhR6tMbqXc&pp=ygUId2Fjb3Ryb24%3D,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1iGmwDiwtNgmks__Lnnnz0LDFUnMjy1BolUoIvyPrqA4/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
765,,Shalizi Group,US Website Ads,10000,0,,https://www.youtube.com/watch?v=QfhR6tMbqXc&pp=ygUId2Fjb3Ryb24%3D,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1iGmwDiwtNgmks__Lnnnz0LDFUnMjy1BolUoIvyPrqA4/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
766,,Shalizi Group,US Display,50000,0,,https://www.youtube.com/watch?v=QfhR6tMbqXc&pp=ygUId2Fjb3Ryb24%3D,2/23/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1iGmwDiwtNgmks__Lnnnz0LDFUnMjy1BolUoIvyPrqA4/edit#gid=2,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
767,,Phuture Collective,WW Display,25000,0,,https://youtu.be/p62YfgYesp0,2/21/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/183xQRl5VsEO-qOz_iF8NfLafRs1jQ01rSVokppngb1w/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
768,,Cleopatra Recs,US Website Ads,5000,0,,https://youtu.be/NDsQzlHfNyk?si=kdtErTrFGl6wBGQR,2/21/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/12AFUPcdvHVSzHHwsZqPHF2xR_VZrjsOrZo9f68I55dM/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
769,,Cleopatra Recs,US Display,5000,0,,https://youtu.be/p62YfgYesp0,2/21/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/12AFUPcdvHVSzHHwsZqPHF2xR_VZrjsOrZo9f68I55dM/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
770,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=oS8zHufh2Ak,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1AKsu6xhMFgrZ3rzr6--rsEI4KTSaOCzZf3gKJkLrwI8/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
771,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=oS8zHufh2Ak,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1AKsu6xhMFgrZ3rzr6--rsEI4KTSaOCzZf3gKJkLrwI8/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
772,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=oS8zHufh2Ak,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1AKsu6xhMFgrZ3rzr6--rsEI4KTSaOCzZf3gKJkLrwI8/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
773,,Dim Mak,WW Display,22000,0,,https://www.youtube.com/watch?v=2GZlGTaXAtA&feature=youtu.be,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1tIDd_986KUG2Uuqa0zdRqPRaiegVzqJ67kATbpdvwxY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
774,,Dim Mak,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=2GZlGTaXAtA&feature=youtu.be,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1tIDd_986KUG2Uuqa0zdRqPRaiegVzqJ67kATbpdvwxY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
775,,Dim Mak,US Website Ads,5000,0,,https://www.youtube.com/watch?v=2GZlGTaXAtA&feature=youtu.be,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1tIDd_986KUG2Uuqa0zdRqPRaiegVzqJ67kATbpdvwxY/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
776,,Priime,US Website Ads,5000,0,,https://youtu.be/DLGcxLgeOfk?si=mkMRM-rEEPjbU8rM,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1zPNy8bUIB1SEJvOH6NmXFRYEdbHYQCKMxCQlfbscUFU/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
777,,Priime,US Display,20000,0,,https://youtu.be/DLGcxLgeOfk?si=mkMRM-rEEPjbU8rM,2/19/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1zPNy8bUIB1SEJvOH6NmXFRYEdbHYQCKMxCQlfbscUFU/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
778,,Goodtalk,WW Display,7000,0,,https://www.youtube.com/watch?v=uiBkp_RX9BQ,2/16/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1U6VfsTkmVOKmXPAeCvfPn1BPX05cFoFuRz8fr12CrOA/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
779,,Goodtalk,US Display,10000,0,,https://www.youtube.com/watch?v=uiBkp_RX9BQ,2/16/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1U6VfsTkmVOKmXPAeCvfPn1BPX05cFoFuRz8fr12CrOA/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
780,,Goodtalk,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=uiBkp_RX9BQ,2/16/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1U6VfsTkmVOKmXPAeCvfPn1BPX05cFoFuRz8fr12CrOA/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
781,,Neyvo,WW Display,10000,0,,https://youtu.be/33DE2Jix5_Q,2/16/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/10gs7M6zJo4t9N3go5CDjEx-G_RQmFAY57Rly50UYchM/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
782,,Dim Mak,WW Website Ads,10000,0,,https://youtu.be/9t__uMAibag,2/14/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1sfR-yKXa5xMUI8S59WB22hUbeoxE0nfK47DZah4N7As/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
783,,Dim Mak,WW Display,22000,0,,https://youtu.be/9t__uMAibag,2/14/2024,Complete,,,,,Yes,$0,Paid,https://docs.google.com/spreadsheets/d/1sfR-yKXa5xMUI8S59WB22hUbeoxE0nfK47DZah4N7As/edit#gid=0,,,2025-09-23T21:39:18.933497+00:00,2025-09-23T21:39:18.933497+00:00
